name,type,location,address,distance,rating,business_area
武汉卫戍司令部旧址,风景名胜;风景名胜;风景名胜,"114.290205,30.585727",铭新街18号(循礼门地铁站H口步行350米),136,3.7,大智路
武汉市基督教荣光堂,风景名胜;风景名胜;教堂,"114.291771,30.586677",黄石路26号,158,4.5,大智路
菩提座下禅,风景名胜;风景名胜相关;旅游景点,"114.291613,30.586274",黄石路9附3号老汉口私人珍藏会馆2层,159,1,前进
吴佩孚公馆旧址,风景名胜;风景名胜相关;旅游景点,"114.290125,30.585061",南京路124号(循礼门地铁站H口步行320米),210,4.4,大智路
南京路113号旧址,风景名胜;风景名胜相关;旅游景点,"114.289651,30.585075",南京路113号(循礼门地铁站H口步行290米),214,3.5,江滩
汉口中共中央宣传部旧址,风景名胜;风景名胜;红色景区|风景名胜;风景名胜相关;旅游景点,"114.292638,30.586450",吉庆街与黄石路交叉口东北60米,244,3.9,大智路
西蜀杨公馆,风景名胜;风景名胜;风景名胜,"114.292855,30.587495",瑞祥路与吉庆街交叉口北60米,266,3.4,大智路
武汉卫戍司令部军法处旧址,风景名胜;风景名胜相关;旅游景点,"114.289140,30.584536",铭新街8号(循礼门地铁站H口步行180米),285,3.3,大智路
华商总会旧址,风景名胜;风景名胜相关;旅游景点,"114.292105,30.584937",江汉二路157号,292,3.6,大智路
鼎新里旧址,风景名胜;风景名胜相关;旅游景点,"114.289686,30.584225",吉庆街与保成路交叉口北40米,306,1,江滩
梵灵泰国佛堂,风景名胜;风景名胜;寺庙道观,"114.292172,30.589249",京汉街42号(大智路地铁站G口步行460米),320,3.6,江滩
大福里,风景名胜;风景名胜;风景名胜,"114.288191,30.584084",铭新街5号(循礼门地铁站H口步行230米),370,3.2,前进
汉口历史文化风貌区,风景名胜;风景名胜相关;旅游景点,"114.293873,30.585986",吉庆民俗街05-105号,372,4.4,江滩
楚光日报社旧址,风景名胜;风景名胜;风景名胜,"114.288073,30.583955",铭新街1号(循礼门地铁站H口步行230米),388,2.7,大智路
汉口民国日报社旧址,风景名胜;风景名胜;风景名胜,"114.287605,30.584142",泰宁街2-附1号(循礼门地铁站J口步行190米),396,3.6,江滩
吉庆民俗街,购物服务;特色商业街;特色商业街|风景名胜;风景名胜相关;旅游景点,"114.294004,30.585602",大智街街道中山大道677号(大智路口),398,4.6,大智路
江汉路中心广场,风景名胜;公园广场;城市广场,"114.286637,30.584979",京汉大道与江汉路交叉口东20米(循礼门地铁站J口旁),402,4.4,大智路
百年江滩园区,风景名胜;风景名胜;风景名胜,"114.292801,30.584121",保华街2号附7号,404,4.3,前进
金城银行,风景名胜;风景名胜;风景名胜,"114.292969,30.583749",保华街2附9附近(江汉路地铁站E口步行470米),447,4,大智路
汉口盐业银行大楼,风景名胜;风景名胜;风景名胜,"114.294608,30.585435",中山大道988号,459,4.2,江滩
汉口盐业银行大楼旧址,风景名胜;风景名胜相关;旅游景点,"114.294698,30.585461",中山大道988号,466,3.8,江滩
保华街1-31号旧址,风景名胜;风景名胜;风景名胜,"114.292590,30.583069",保华街(江汉路地铁站E口步行380米),491,3.8,大智路
政和广场,风景名胜;公园广场;城市广场,"114.295377,30.587040",大智街办事处中山大道707号,501,3.9,大智路
中国国货银行汉口分行旧址,风景名胜;风景名胜相关;旅游景点,"114.292629,30.582889",中山大道635号(江汉路地铁站E口步行340米),510,3.7,前进
武汉·3D裸眼飞跃黄鹤楼,风景名胜;风景名胜相关;旅游景点,"114.286551,30.583465",江汉路步行街M+购物中心5楼,519,3.8,江滩
汉口西门子洋行旧址,风景名胜;风景名胜相关;旅游景点,"114.295525,30.586242",中山大道1004号,521,4.2,江滩
大陆坊旧址,风景名胜;风景名胜相关;旅游景点,"114.292942,30.582719",中山大道928(江汉路地铁站A口步行290米),541,4.2,江滩
汉口电话局旧址,风景名胜;风景名胜;风景名胜,"114.295865,30.586757",合作路51号,548,4.5,大智路
大陆银行旧址,风景名胜;风景名胜;风景名胜,"114.293293,30.582737",南京路53号(江汉路地铁站A口步行390米),557,3.3,大智路
聚兴诚银行,风景名胜;风景名胜;风景名胜,"114.290399,30.581879",江汉路116号(江汉路地铁站E口步行250米),565,3.5,前进
永泰和烟草公司旧址,风景名胜;风景名胜相关;旅游景点,"114.293438,30.582633",南京路49号(江汉路地铁站A口步行420米),574,3.5,大智路
英文楚报馆旧址,风景名胜;风景名胜;纪念馆,"114.295810,30.584447",胜利街77号,609,4.4,大智路
邹庆孚金号旧址,风景名胜;风景名胜;风景名胜,"114.290456,30.581401",江汉路步行街3楼,618,2.9,前进
红色印记文化长廊,风景名胜;风景名胜相关;旅游景点,"114.290734,30.581350",江汉路步行街109-110之间,626,3.7,前进
非常台北旧址,风景名胜;风景名胜相关;旅游景点,"114.292432,30.581571",中山大道与保成路交叉口东南20米,637,3.7,大智路
汉口商业银行大楼旧址,风景名胜;风景名胜相关;旅游景点,"114.294481,30.582486",南京路64号(江汉路地铁站D口步行420米),647,3.7,大智路
湖北共进会旧址,风景名胜;风景名胜相关;旅游景点,"114.296926,30.586661",一元街办事处胜利街123号(兰陵大公馆内),650,3.9,大智路
汉口领导人住地旧址,风景名胜;风景名胜;红色景区,"114.296754,30.585369",胜利街22号,656,4,大智路
广东银行旧址,风景名胜;风景名胜相关;旅游景点,"114.292635,30.581346",中山大道与保成路交叉口东南40米,668,4.5,江滩
中央信托局汉口分局,风景名胜;风景名胜;风景名胜,"114.292280,30.581220",中山大道908号(江汉路地铁站A口步行140米),670,3.7,大智路
汉口中华全国总工会旧址纪念馆,风景名胜;风景名胜;红色景区|风景名胜;风景名胜;风景名胜,"114.295496,30.590841",友益街16号(大智路地铁站A口步行220米),670,4.6,江滩
水塔街夜市(立志巷店),餐饮服务;中餐厅;中餐厅|风景名胜;风景名胜相关;旅游景点,"114.288114,30.581188",立志巷(江汉路地铁站G口步行370米),670,4.3,前进
广东银行汉口分行,风景名胜;风景名胜;风景名胜,"114.292789,30.581322",中山大道与扬子街交叉口南100米,675,4.1,江滩
湖北全省总工会旧址,风景名胜;风景名胜;风景名胜,"114.295486,30.590933",友益街16号(大智路地铁站A口步行220米),676,3.8,江滩
中国银行大楼,风景名胜;风景名胜;风景名胜,"114.291683,30.580955",中山大道593号(江汉路地铁站E口步行80米),683,3.9,前进
汉口宁波会馆旧址,风景名胜;风景名胜相关;旅游景点,"114.286640,30.581537",前进五路111附1号(江汉路地铁站G口步行470米),690,3.9,江滩
江苏会馆,风景名胜;风景名胜相关;旅游景点,"114.286635,30.581533",水塔街办事处前进5路前进五路电脑城直走左边,691,3.5,江滩
浙江兴业银行汉口分行旧址,风景名胜;风景名胜;风景名胜,"114.291470,30.580687",中山大道561附2号(江汉路地铁站E口步行60米),708,4,前进
陈伯华故居,风景名胜;风景名胜;纪念馆,"114.295785,30.582514",咸安坊8号,731,3.9,江滩
劉少奇同志舊居,风景名胜;风景名胜;纪念馆,"114.295728,30.591485",尚德里1(大智路地铁站A口步行180米),735,3.5,大智路
胜利街155号旧址,风景名胜;风景名胜相关;旅游景点,"114.297900,30.587304",胜利街155号,743,3.8,江滩
基督教青年会汉口会所旧址,风景名胜;风景名胜相关;旅游景点,"114.297689,30.589079",中山大道1090号,760,4,江滩
圣约瑟女子中学旧址,风景名胜;风景名胜相关;旅游景点,"114.285515,30.581386",自治街242号,762,3.8,江滩
咸安坊-汉口景明大楼,风景名胜;风景名胜相关;旅游景点,"114.296562,30.582792",鄱阳街43号,769,4.5,江滩
圣教书局,风景名胜;风景名胜;风景名胜,"114.296793,30.582976",一元街办事处鄱阳街49号汉口景明大楼旧址旁,775,4.4,江滩
汉口景明大楼旧址,风景名胜;风景名胜相关;旅游景点,"114.296644,30.582785",鄱阳街43号,776,4.4,江滩
英美烟草公司办公楼,风景名胜;风景名胜;风景名胜,"114.298027,30.585133",鄱阳街与合作路交叉口西南20米,781,[],大智路
武汉青少年宫跳伞塔,风景名胜;风景名胜相关;旅游景点,"114.283071,30.590523",渣家左路与江汉北路交叉口东北320米,786,3.6,建设大道
缝逢布补,风景名胜;风景名胜相关;旅游景点,"114.295877,30.592017",大智路地铁站A口步行260米,786,3.5,大智路
唐生智公馆旧址,风景名胜;风景名胜相关;旅游景点,"114.298314,30.587797",胜利街163-165号,787,4,大智路
武汉中共中央机关旧址纪念馆,风景名胜;风景名胜;红色景区|风景名胜;风景名胜;纪念馆,"114.298386,30.587632",一元街街道一元街办事处胜利街163号,792,[],大智路
天主教医院旧址,风景名胜;风景名胜;风景名胜,"114.298175,30.588699",黎黄陂路42号,793,3.2,大智路
汉口新华广播电台旧址,风景名胜;风景名胜;风景名胜,"114.298316,30.588386",黎黄陂路47号,798,3.5,大智路
中共中央机关旧址,风景名胜;风景名胜;红色景区,"114.298431,30.587918",胜利街165号,800,4.7,大智路
平和坊广场,风景名胜;公园广场;城市广场,"114.297662,30.583519",鄱阳街与北京路交叉口东40米,815,4.1,江滩
汉口英商电灯公司旧址,风景名胜;风景名胜相关;旅游景点,"114.298446,30.585283",鄱阳街56号,816,3.9,大智路
汉口东正教堂,风景名胜;风景名胜;教堂,"114.298003,30.584019",鄱阳街48号,820,4.5,江滩
华商饭店旧址,风景名胜;风景名胜相关;旅游景点,"114.296729,30.591671",友益街新成里旁(大智路地铁站B口步行370米),820,2.5,大智路
中共中央机关旧址-怡和洋行住宅,风景名胜;风景名胜相关;旅游景点,"114.298651,30.587964",一元街办事处胜利街169号,822,4.3,大智路
黎黄陂路36号楼,风景名胜;风景名胜相关;旅游景点,"114.298562,30.588462",黎黄陂路小区,823,[],大智路
红色礼屋,风景名胜;风景名胜;风景名胜,"114.298676,30.587991",黎黄陂路中共中央机关旧址内(东侧),825,4.6,大智路
汉口交通银行旧址,风景名胜;风景名胜;风景名胜,"114.293526,30.580048",胜利街2号(江汉路地铁站D口步行130米),833,3.3,江滩
怡和布店旧址,风景名胜;风景名胜;风景名胜,"114.292984,30.579831",江汉路66号(江汉路地铁站D口步行50米),838,3.6,大智路
叶蓬公馆旧址,风景名胜;风景名胜相关;旅游景点,"114.297160,30.582324",青岛路15号,846,3.7,江滩
星辰广场,风景名胜;公园广场;城市广场,"114.283183,30.591647",台北路与台东路交叉口西260米,847,3.3,建设大道
俄租界工部局旧址(不对外开放),风景名胜;风景名胜;风景名胜,"114.298918,30.588248",黎黄陂路36号,852,4.4,大智路
首善堂,风景名胜;风景名胜相关;旅游景点,"114.298988,30.587872",黎黄陂路31号,853,3.8,江滩
珞园-珞珈山街住宅区,风景名胜;风景名胜相关;旅游景点,"114.299177,30.586829",珞园,865,3.6,大智路
史沫特莱旧居(鲁兹故居),风景名胜;风景名胜;风景名胜,"114.298066,30.583208",青岛路,865,3.8,江滩
岳飞街1号,风景名胜;风景名胜;风景名胜,"114.298653,30.589658",岳飞街与黄兴路交叉口北20米,868,4,大智路
涂堃山傅绍庭公馆旧址,风景名胜;风景名胜;风景名胜,"114.299219,30.587610",黎黄陂路27-29号,872,3.1,大智路
中南银行旧址,风景名胜;风景名胜相关;旅游景点,"114.293255,30.579574",江汉路64号(江汉路地铁站C口步行70米),873,3.4,江滩
汉口水塔,风景名胜;风景名胜;风景名胜,"114.290124,30.579094",前进五路2附4号(江汉路地铁站G口步行80米),874,4.7,江滩
平和打包厂旧址,风景名胜;风景名胜;风景名胜,"114.297772,30.582585",青岛路10号,877,4.8,江滩
珞园,风景名胜;公园广场;公园广场,"114.299378,30.586838",珞珈山街与兰陵路交叉口东北80米,884,4.3,江滩
高氏老宅,风景名胜;风景名胜相关;旅游景点,"114.299321,30.585816",兰陵路与鄱阳街交叉口南20米,887,4,大智路
中共中央长江局旧址,风景名胜;风景名胜;红色景区,"114.299408,30.586601",珞珈山街12号,888,3.8,大智路
多牛世界,风景名胜;风景名胜;风景名胜,"114.297682,30.582275",一元街街道青岛路10号平和打包厂旧址内(南侧),890,4.8,江滩
裕民洋行旧址,风景名胜;风景名胜;风景名胜,"114.299394,30.587777",黎黄陂路34号,890,3.8,大智路
上海银行汉口分行旧址,风景名胜;风景名胜相关;旅游景点,"114.293441,30.579448",江汉路60号(江汉路地铁站C口步行60米),893,4,江滩
上海村旧址,风景名胜;风景名胜相关;旅游景点,"114.293460,30.579410",江汉路60号(江汉路地铁站C口步行60米),897,4.7,江滩
詹天佑故居,风景名胜;风景名胜;纪念馆|科教文化服务;博物馆;博物馆,"114.299357,30.585126",[],905,4.3,大智路
望德堂,风景名胜;风景名胜相关;旅游景点,"114.299377,30.588777",黄兴路与胜利街交叉口西20米,907,3.7,大智路
八七会议会址纪念馆,风景名胜;风景名胜;红色景区,"114.299762,30.586469",一元街街道一元街办事处鄱阳街139号,922,[],大智路
天主教汉口总教区上海路主教座堂天主堂,风景名胜;风景名胜;教堂,"114.295870,30.580235",上海路16号(江汉路地铁站C口步行390米),927,4.6,江滩
珞珈碑路高级住宅区旧址,风景名胜;风景名胜相关;旅游景点,"114.299885,30.587209",珞珈山街46号,933,3.7,大智路
八·七会议会址,风景名胜;风景名胜;红色景区|风景名胜;风景名胜;纪念馆,"114.299904,30.586637",[],935,3,大智路
汉口麦加利银行大楼旧址,风景名胜;风景名胜相关;旅游景点,"114.297930,30.581699",一元街办事处洞庭街41号(现中国银行旁),947,3.2,江滩
武汉幻境空间•悬空玻璃剧场,风景名胜;风景名胜相关;旅游景点,"114.290949,30.578407",武汉市江汉区中山大道818号新佳丽广场7楼,954,3.9,江滩
孝老文化广场,风景名胜;公园广场;城市广场,"114.295050,30.594431",解放南路京汉花园(大智路地铁站E2口步行240米),955,3.1,江滩
顺丰茶栈,风景名胜;风景名胜;风景名胜,"114.300092,30.585700",兰陵路8号,962,3.8,江滩
宝顺洋行,风景名胜;风景名胜;纪念馆,"114.299202,30.583084",天津路5号,968,4.2,江滩
惠罗公司旧址,风景名胜;风景名胜;风景名胜,"114.300286,30.586855",鄱阳街153号,971,3.8,大智路
美国海军青年会旧址,风景名胜;风景名胜相关;旅游景点,"114.300387,30.587575",黎黄陂路10号,983,4,大智路
保安洋行旧址,风景名胜;风景名胜相关;旅游景点,"114.298517,30.581782",青岛路8号,987,4.2,江滩
中华基督教信义大楼旧址,风景名胜;风景名胜相关;旅游景点,"114.300473,30.587249",洞庭街77号,989,4,江滩
法租界消防队旧址,风景名胜;风景名胜;风景名胜,"114.299572,30.590642",岳飞街19号,991,3.9,大智路
汉口信义公所,风景名胜;风景名胜相关;旅游景点,"114.300551,30.587173",洞庭街77号,997,3.6,江滩
永康里街头博物馆,风景名胜;风景名胜相关;旅游景点,"114.289583,30.577993",水塔街街道江汉路步行街,998,3.6,江滩
汉口中共中央宣传部旧址暨瞿秋白旧居陈列馆,风景名胜;风景名胜;红色景区|风景名胜;风景名胜;纪念馆|科教文化服务;展览馆;展览馆,"114.292625,30.586463",大智街办事处辅义里汉口,243,4.2,大智路
武汉5D星空错觉艺术馆,风景名胜;风景名胜相关;旅游景点,"114.289540,30.582065",江汉路步行街中心百货22层,547,4.1,江滩
萧红故居(装修中),风景名胜;风景名胜;风景名胜,"114.295491,30.582590",胜利街24号(咸安坊12号),705,4.2,江滩
咸安坊,风景名胜;风景名胜;风景名胜,"114.295924,30.582745",江汉路地铁站D口步行480米,724,4.7,江滩
巴公房子,风景名胜;风景名胜;风景名胜,"114.299831,30.586141",大智街办事处洞庭街73号,932,4.7,大智路
青岛路历史风貌区,风景名胜;风景名胜相关;旅游景点,"114.298180,30.581617",青岛路周边(近洞庭街),972,4.6,江滩
